2	0.536	0.03666060555964674	0.505442348783695	0.42100000000000015	0.017000000000000015  25/50
4	0.6910084033613445	0.08424850674677567	0.7220767394818766	0.47900000000000026	0.0030000000000000022  25/50
6	0.7153846153846153	0.0670599837467796	0.7806851545890008	0.371	0.020712315177207983
8	0.7567692307692309	0.05959409048976061	0.8075956292943931	0.299	0.0030000000000000027
10	0.8313793103448276	0.10638246174781554	0.8718522817460318	0.2589999999999999	0.002999999999999994
12	0.7518390804597701	0.09806484032472525	0.8236562358276645	0.244	0.018000000000000006
14	0.7951724137931035	0.06294150440381245	0.8806669501133787	0.24499999999999997	0.018574175621006713
16	0.7450000000000001	0.07889866919029752	0.84895	0.446	0.029393876913398134
17	0.6333333333333333	0.1452966314513558	0.7866666666666665	0.522	0.11914696806885183      filter
18	0.5333333333333333	0.1452966314513558	0.576111111111111	0.378	0.08009993757800313      mBgr
19	0.6666666666666667	0.2886751345948129	0.6883333333333334	0.259	0.0030000000000000022    2500
20	0.5833333333333333	0.1536590742882148	0.6955555555555556	0.262	0.07166589146867568      mBgr
21	0.55	0.13017082793177756	0.5522222222222222	0.17099999999999999	0.024677925358506134     2500
